X,Y,OBJECTID,GlobalID,last_edited_date,id,stop_name,stop_id,stop_code,agency_nam,routes,gen_date,end_date
-84.4173049997259,33.7740389998,72463,{9E05A77D-B32C-42B3-A56B-AD99C4C2A1F7},2019/09/06 15:57:49+00,7905,JOSEPH E LOWERY BLVD NW @ WHEELER ST NW,904268,904268,MARTA,1,2019/09/04,2019/12/06
-84.2980250002535,33.5914900000635,72464,{88350FB3-39DC-4851-8DD1-AFCCB169C153},2019/09/06 15:52:51+00,4416,REX RD @ 2843,212698,212698,MARTA,194,2019/09/04,2019/12/06
-84.3409820000193,33.7853800002869,72465,{C546A48A-5B0C-4B56-AF03-AFB7D5169FFC},2019/09/06 15:56:08+00,6246,BRIARCLIFF RD NE@OAK PARK DR NE,901622,901622,MARTA,6,2019/09/04,2019/12/06
-84.3012739998952,33.719167000057,72466,{ADB39F96-3D2D-4B5D-A4FA-B7B5C9117401},2019/09/06 15:48:22+00,1542,TILSON RD @ TILSON RIDGE LN,129202,129202,MARTA,9,2019/09/04,2019/12/06
-84.1614229996717,33.7808789995663,72467,{4ED05BA4-F60A-47DD-87B2-AED66B58B6D0},2019/09/06 15:49:50+00,2965,S STONE MNT LITHONIA RD @ WELLS CIR,210001,210001,MARTA,117,2019/09/04,2019/12/06
-84.5197089997705,33.5870230000115,72468,{E8DDA270-ACB3-4190-9CCE-B9F7101663BE},2019/09/06 15:54:28+00,5110,FLAT SHOALS RD @ SHENFIELD LN,213480,213480,MARTA,181,2019/09/04,2019/12/06
-84.2867199996282,34.049061000265,72469,{E4420278-47D3-4E9C-B354-AD5AFE09B3F6},2019/09/06 15:57:49+00,7121,HAYNES BRIDGE RD @ NORTH POINT PKWY,902928,902928,MARTA,141,2019/09/04,2019/12/06
-84.3640229995618,33.6888169998048,72470,{56025760-581F-44F8-B2FD-B90FFCB24669},2019/09/06 15:51:20+00,3539,JONESBORO RD SE @ MCWILLIAMS RD SE,211407,211407,MARTA,"4, 55",2019/09/04,2019/12/06
-84.2673900003482,34.0907910001046,72471,{979FBFC1-DB22-4FED-87D1-B3A8756329E6},2019/09/06 15:51:20+00,3239,MORRIS RD @ ONE VERIZON PL,210757,210757,MARTA,143,2019/09/04,2019/12/06
-84.3381339999841,33.79097400015,72472,{14C3E3D3-F53F-408E-817A-A77BE2D23387},2019/09/06 15:56:08+00,6613,N DECATUR RD NE @ BRIARCLIFF RD NE,902177,902177,MARTA,36,2019/09/04,2019/12/06
-84.3652870002948,33.717140000111,72473,{C099367B-148A-407F-AD05-B8694E43DB54},2019/09/06 15:48:22+00,1387,CUSTER AVE SE @ FUNSTON AVE SE,126074,126074,MARTA,9,2019/09/04,2019/12/06
