,PLACEKEY,LOCATION_NAME,TOP_CATEGORY,SUB_CATEGORY,NAICS_CODE,LATITUDE,LONGITUDE,CITY,REGION,OPEN_HOURS,CATEGORY_TAGS,OPENED_ON,CLOSED_ON,TRACKING_CLOSED_SINCE
1083,24y-222@8g7-46m-jgk,Letterbox General Store and Soda,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.757147,-84.388108,Atlanta,GA,,Cafe,,2022-04,2019-07
1084,zzw-224@8g6-ym3-35z,Jos. A. Bank Clothiers,Clothing Stores,Men's Clothing Stores,448110,33.853643,-84.358538,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""11:00"", ""18:00""]] }","Accessories,Clothing Rental,Formal Wear,Jewelry,Men's Clothing",,,2019-07
1085,zzw-229@8g7-47b-kfz,Golden Stella,"Jewelry, Luggage, and Leather Goods Stores",Jewelry Stores,448310,33.761875,-84.390309,Atlanta,GA,"{ ""Mon"": [[""9:00"", ""17:30""]], ""Tue"": [[""9:00"", ""17:30""]], ""Wed"": [[""9:00"", ""17:30""]], ""Thu"": [[""9:00"", ""17:30""]], ""Fri"": [[""9:00"", ""17:30""]], ""Sat"": [], ""Sun"": [] }",Jewelry,,,2019-07
1086,227-222@8g6-yjv-pqf,Derma Laser Spas,Personal Care Services,Other Personal Care Services,812199,33.915798,-84.378014,Atlanta,GA,"{ ""Mon"": [[""12:00"", ""20:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""12:00"", ""20:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [], ""Sun"": [] }","Body Contouring,Hair Removal,Laser Hair Removal,Medical Spa",,,2019-07
1087,229-224@8g6-yjw-qfz,GOLFTEC Sandy Springs,"Sporting Goods, Hobby, and Musical Instrument Stores",Sporting Goods Stores,451110,33.927468,-84.37773,Sandy Springs,GA,"{ ""Mon"": [[""8:00"", ""18:00""]], ""Tue"": [[""11:00"", ""20:00""]], ""Wed"": [[""8:00"", ""20:00""]], ""Thu"": [[""8:00"", ""20:00""]], ""Fri"": [[""11:00"", ""20:00""]], ""Sat"": [[""8:00"", ""16:00""]], ""Sun"": [[""8:00"", ""16:00""]] }","Golf Equipment,Golf Lessons",,,2019-07
1088,22n-222@8g6-yjy-2ff,Perimeter Mall Food Court,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.923702,-84.340987,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""12:00"", ""19:00""]] }",Cafeteria,,,2019-07
1089,zzw-22h@8g6-ym3-sqz,Atl Taco,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.84754,-84.363625,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""21:00""]], ""Tue"": [[""11:00"", ""21:00""]], ""Wed"": [[""11:00"", ""21:00""]], ""Thu"": [[""11:00"", ""21:00""]], ""Fri"": [[""11:00"", ""22:00""]], ""Sat"": [[""11:00"", ""22:00""]], ""Sun"": [[""11:00"", ""21:00""]] }",Mexican Food,,2020-01,2019-07
1090,227-224@8g6-yjx-dy9,Dee's Grooming Gallery,Other Personal Services,Pet Care (except Veterinary) Services,812910,33.923679,-84.377715,Sandy Springs,GA,"{ ""Mon"": [[""8:00"", ""14:30""]], ""Tue"": [], ""Wed"": [[""8:00"", ""18:00""]], ""Thu"": [[""8:00"", ""18:00""]], ""Fri"": [[""8:00"", ""18:00""]], ""Sat"": [[""8:00"", ""17:00""]], ""Sun"": [] }",Groomer,,,2019-07
1091,222-227@8g7-479-z75,Wildleaf,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.775244,-84.38749,Atlanta,GA,"{ ""Mon"": [[""10:30"", ""19:00""]], ""Tue"": [[""10:30"", ""19:00""]], ""Wed"": [[""10:30"", ""19:00""]], ""Thu"": [[""10:30"", ""19:00""]], ""Fri"": [[""10:30"", ""15:00""]], ""Sat"": [], ""Sun"": [] }","Salad,Sandwich Shop,Soup",,2021-12,2019-07
1092,222-225@8g6-ym3-5fz,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,33.851703,-84.360377,Atlanta,GA,"{ ""Mon"": [[""8:00"", ""20:00""]], ""Tue"": [[""8:00"", ""20:00""]], ""Wed"": [[""8:00"", ""20:00""]], ""Thu"": [[""8:00"", ""20:00""]], ""Fri"": [[""8:00"", ""20:00""]], ""Sat"": [[""8:00"", ""20:00""]], ""Sun"": [[""8:00"", ""20:00""]] }","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House",,,2019-07
1093,zzw-226@8g6-ymh-mzf,Petco,Other Miscellaneous Store Retailers,Pet and Pet Supplies Stores,453910,33.917873,-84.381162,Sandy Springs,GA,"{ ""Mon"": [[""9:00"", ""20:00""]], ""Tue"": [[""9:00"", ""20:00""]], ""Wed"": [[""9:00"", ""20:00""]], ""Thu"": [[""9:00"", ""20:00""]], ""Fri"": [[""9:00"", ""20:00""]], ""Sat"": [[""9:00"", ""20:00""]], ""Sun"": [[""10:00"", ""19:00""]] }","Groomer,Pet Sitting",,,2019-07
1094,222-22c@8g6-ykw-tqf,The Americano,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.845687,-84.367612,Atlanta,GA,"{ ""Mon"": [[""11:30"", ""14:30""], [""17:00"", ""22:00""]], ""Tue"": [[""11:30"", ""14:30""], [""17:00"", ""22:00""]], ""Wed"": [[""11:30"", ""14:30""], [""17:00"", ""22:00""]], ""Thu"": [[""11:30"", ""14:30""], [""17:00"", ""22:00""]], ""Fri"": [[""11:30"", ""14:30""], [""17:00"", ""23:00""]], ""Sat"": [[""11:30"", ""14:30""], [""17:00"", ""23:00""]], ""Sun"": [[""11:30"", ""14:30""], [""17:00"", ""22:00""]] }","Italian Food,Seafood,Steak House",,,2019-07
1095,zzw-23r@8g6-ym3-t7q,DIESEL,Clothing Stores,Family Clothing Stores,448140,33.846187,-84.363989,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""19:00""]], ""Tue"": [[""11:00"", ""19:00""]], ""Wed"": [[""11:00"", ""19:00""]], ""Thu"": [[""11:00"", ""19:00""]], ""Fri"": [[""11:00"", ""19:00""]], ""Sat"": [[""11:00"", ""19:00""]], ""Sun"": [[""12:00"", ""18:00""]] }","Accessories,Children's Clothing,Furniture,Men's Clothing,Women's Clothing",,,2019-07
1096,zzw-225@8g7-47b-gc5,Taste Of Asia,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.762733,-84.385816,Atlanta,GA,,Chinese Food,,2022-03,2019-07
1097,222-223@8g6-ym3-vvf,House of Brows,Personal Care Services,Other Personal Care Services,812199,33.851122,-84.360841,Atlanta,GA,"{ ""Mon"": [], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""10:00"", ""20:00""]] }","Eyebrow Services,Eyelash Services,Hair Removal,Laser Hair Removal",,,2019-07
1098,222-224@8g6-yjm-rrk,Salt Block,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.934178,-84.359525,Atlanta,GA,,Salad,,,2019-07
1099,zzw-226@8g7-47b-2hq,Einstein Brothers,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.776791,-84.384647,Atlanta,GA,"{ ""Mon"": [[""5:30"", ""14:00""]], ""Tue"": [[""5:30"", ""14:00""]], ""Wed"": [[""5:30"", ""14:00""]], ""Thu"": [[""5:30"", ""14:00""]], ""Fri"": [[""5:30"", ""14:00""]], ""Sat"": [[""5:30"", ""14:00""]], ""Sun"": [[""5:30"", ""14:00""]] }","Bagel Shop,Breakfast,Catering,Coffee Shop,Counter Service,Lunch",,,2019-07
1100,228-25q@8g6-ym3-xnq,Shake Shack,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.846207,-84.364012,Atlanta,GA,"{ ""Mon"": [[""6:30"", ""16:00""]], ""Tue"": [[""6:30"", ""16:00""]], ""Wed"": [[""6:30"", ""16:00""]], ""Thu"": [[""6:30"", ""16:00""]], ""Fri"": [[""6:30"", ""16:00""]], ""Sat"": [[""6:30"", ""16:00""]], ""Sun"": [[""7:00"", ""15:00""]] }","Burgers,Counter Service,Dinner,Lunch,Truck or Cart",2022-11,,2019-07
1101,zzw-226@8g6-ym3-xyv,Hovan Gourmet,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.845139,-84.361282,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""11:30"", ""18:00""]] }",Mediterranean Food,,2020-01,2019-07
1102,zzw-223@8g6-ym3-swk,It's About Time,"Jewelry, Luggage, and Leather Goods Stores",Jewelry Stores,448310,33.847568,-84.361992,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""11:00"", ""19:00""]] }","Jewelry,Watch Repair,Watches",,,2019-07
1103,22t-222@8g7-46n-d35,Black Ink Atlanta,Personal Care Services,Other Personal Care Services,812199,33.748468,-84.395245,Atlanta,GA,"{ ""Mon"": [[""12:00"", ""21:00""]], ""Tue"": [[""12:00"", ""21:00""]], ""Wed"": [[""12:00"", ""21:00""]], ""Thu"": [[""12:00"", ""21:00""]], ""Fri"": [[""12:00"", ""21:00""]], ""Sat"": [[""12:00"", ""21:00""]], ""Sun"": [[""12:00"", ""19:00""]] }","Piercing,Tattoo",,,2019-07
1104,252-226@8g6-ym3-xdv,Mel Boteri,"Jewelry, Luggage, and Leather Goods Stores",Luggage and Leather Goods Stores,448320,33.84744,-84.370907,Atlanta,GA,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }","Accessories,Leather",,,2019-07
1105,29p-223@8g7-47b-ghq,Mandarin House,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.762421,-84.387954,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""24:00""]], ""Tue"": [[""11:00"", ""24:00""]], ""Wed"": [[""11:00"", ""24:00""]], ""Thu"": [[""11:00"", ""24:00""]], ""Fri"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]], ""Sat"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]] }","Chinese Food,Sushi",,2021-10,2019-07
1106,zzy-223@8g7-479-qpv,Burger Bytes,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.769935,-84.38383,Atlanta,GA,"{ ""Mon"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Tue"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Wed"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Thu"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Fri"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Sat"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]] }",Burgers,,2023-01,2019-07
1107,zzw-227@8g7-479-xbk,Vibe Ride,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,33.77991,-84.387552,Atlanta,GA,"{ ""Mon"": [[""5:30"", ""20:00""]], ""Tue"": [[""5:30"", ""20:00""]], ""Wed"": [[""5:30"", ""20:00""]], ""Thu"": [[""5:30"", ""20:00""]], ""Fri"": [[""5:30"", ""19:00""]], ""Sat"": [[""8:00"", ""13:00""]], ""Sun"": [[""10:00"", ""13:00""]] }",Cycling Classes,,,2019-07
1108,24f-223@8g7-46m-m8v,Get Fit and Focused,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,33.75243,-84.392329,Atlanta,GA,"{ ""Mon"": [[""8:00"", ""13:00""], [""17:00"", ""19:00""]], ""Tue"": [[""8:00"", ""13:00""], [""17:00"", ""19:00""]], ""Wed"": [[""8:00"", ""13:00""], [""17:00"", ""19:00""]], ""Thu"": [[""8:00"", ""13:00""], [""17:00"", ""19:00""]], ""Fri"": [[""8:00"", ""13:00""], [""17:00"", ""19:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07
1109,zzy-222@8g7-48s-wp9,Perennial Salon,Personal Care Services,Beauty Salons,812112,33.745219,-84.404517,Atlanta,GA,"{ ""Mon"": [], ""Tue"": [[""12:00"", ""19:00""]], ""Wed"": [[""10:00"", ""17:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""17:00""]], ""Sat"": [[""9:00"", ""16:00""]], ""Sun"": [] }",,,,2019-07
1110,zzw-222@8g7-47b-q75,THRIVE Farmers Coffee,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,33.77024,-84.387768,Atlanta,GA,,Coffee Shop,,2020-02,2019-07
1111,22d-222@8g7-46n-cdv,No Mas Hacienda,"Office Supplies, Stationery, and Gift Stores","Gift, Novelty, and Souvenir Stores",453220,33.749743,-84.400995,Atlanta,GA,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [[""10:00"", ""17:00""]], ""Thu"": [[""10:00"", ""17:00""]], ""Fri"": [[""10:00"", ""17:00""]], ""Sat"": [[""10:00"", ""17:00""]], ""Sun"": [[""10:00"", ""17:00""]] }",Home Decor,,,2019-07
1112,225-223@8g6-ym6-mff,Papa John's,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.8351,-84.383751,Atlanta,GA,"{ ""Mon"": [[""9:30"", ""23:00""]], ""Tue"": [[""9:30"", ""23:00""]], ""Wed"": [[""9:30"", ""23:00""]], ""Thu"": [[""9:30"", ""23:00""]], ""Fri"": [[""9:30"", ""24:00""]], ""Sat"": [[""9:30"", ""24:00""]], ""Sun"": [[""9:30"", ""23:00""]] }","Counter Service,Dinner,Late Night,Lunch,Pizza,Take Out and Delivery Only",2022-04,,2019-07
1113,zzw-23b@8g6-ym3-t7q,Alex and Ani,"Jewelry, Luggage, and Leather Goods Stores",Jewelry Stores,448310,33.846181,-84.364013,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""19:00""]], ""Tue"": [[""11:00"", ""19:00""]], ""Wed"": [[""11:00"", ""19:00""]], ""Thu"": [[""11:00"", ""19:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""12:00"", ""18:00""]] }","Accessories,Engraving,Jewelry,Leather",,,2019-07
1114,226-223@8g7-46m-btv,Post Office Coffee Cowork,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,33.75223,-84.390044,Atlanta,GA,"{ ""Mon"": [[""7:00"", ""19:00""]], ""Tue"": [[""7:00"", ""19:00""]], ""Wed"": [[""7:00"", ""19:00""]], ""Thu"": [[""7:00"", ""19:00""]], ""Fri"": [[""7:00"", ""19:00""]], ""Sat"": [[""7:00"", ""19:00""]], ""Sun"": [] }",Coffee Shop,,2023-03,2019-07
1115,zzw-225@8g6-yjy-975,Sage Woodfire Tavern Perimeter,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.924933,-84.336129,Atlanta,GA,"{ ""Mon"": [], ""Tue"": [[""17:00"", ""22:00""]], ""Wed"": [[""17:00"", ""23:00""]], ""Thu"": [[""17:00"", ""23:00""]], ""Fri"": [[""17:00"", ""23:59""]], ""Sat"": [[""17:00"", ""23:59""]], ""Sun"": [[""11:00"", ""21:00""]] }","American Food,Bar or Pub,Late Night",,,2019-07
1116,22m-222@8g7-474-ks5,Campagnolo,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.781384,-84.380905,Atlanta,GA,"{ ""Mon"": [[""17:00"", ""22:00""]], ""Tue"": [[""17:00"", ""22:00""]], ""Wed"": [[""17:00"", ""22:00""]], ""Thu"": [[""17:00"", ""22:00""]], ""Fri"": [[""17:00"", ""22:00""]], ""Sat"": [[""10:00"", ""22:00""]], ""Sun"": [[""10:00"", ""22:00""]] }",Italian Food,,,2019-07
1117,zzw-223@8g6-yky-fzz,Scoville Hot Chicken,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.848049,-84.374007,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""21:00""]], ""Tue"": [[""11:00"", ""21:00""]], ""Wed"": [[""11:00"", ""21:00""]], ""Thu"": [[""11:00"", ""21:00""]], ""Fri"": [[""11:00"", ""22:00""]], ""Sat"": [[""11:00"", ""22:00""]], ""Sun"": [[""11:00"", ""21:30""]] }","Burgers,Sandwich Shop",,,2019-07
1118,22q-222@8g6-yjw-rzf,Massage Heights,Personal Care Services,Other Personal Care Services,812199,33.935404,-84.377175,Sandy Springs,GA,"{ ""Mon"": [[""9:00"", ""21:00""]], ""Tue"": [[""9:00"", ""21:00""]], ""Wed"": [[""9:00"", ""21:00""]], ""Thu"": [[""9:00"", ""21:00""]], ""Fri"": [[""9:00"", ""21:00""]], ""Sat"": [[""9:00"", ""19:00""]], ""Sun"": [[""10:00"", ""18:00""]] }",,,2022-05,2019-07
1119,228-222@8g6-ykw-s3q,Apocalypse Tattoo,Personal Care Services,Other Personal Care Services,812199,33.841584,-84.369827,Atlanta,GA,"{ ""Mon"": [], ""Tue"": [[""13:00"", ""19:30""]], ""Wed"": [[""13:00"", ""19:30""]], ""Thu"": [[""13:00"", ""19:30""]], ""Fri"": [[""13:00"", ""19:30""]], ""Sat"": [[""13:00"", ""19:30""]], ""Sun"": [] }",Tattoo,,,2019-07
1120,223-222@8g6-yjy-p35,PrimoHoagies,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.921369,-84.350962,Sandy Springs,GA,"{ ""Mon"": [[""10:00"", ""16:00""]], ""Tue"": [[""10:00"", ""16:00""]], ""Wed"": [[""10:00"", ""16:00""]], ""Thu"": [[""10:00"", ""16:00""]], ""Fri"": [[""10:00"", ""16:00""]], ""Sat"": [[""10:00"", ""16:00""]], ""Sun"": [[""11:00"", ""16:00""]] }","Breakfast,Catering,Counter Service,Lunch,Sandwich Shop",,2020-03,2019-07
1121,zzw-224@8g6-yjx-bp9,Kizomba Dance School Atlanta,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,33.921768,-84.378718,Atlanta,GA,,Dance Studio,,,2019-07
1122,222-22h@8g6-ym3-tjv,Sports Illustrated Magazine,Book Stores and News Dealers,Book Stores,451211,33.850294,-84.364249,Atlanta,GA,,,,,2019-07
1123,222-223@8g6-yjw-ckf,Flavor Cafe Bakery,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.925682,-84.380054,Sandy Springs,GA,"{ ""Mon"": [[""10:30"", ""15:00""]], ""Tue"": [[""10:30"", ""22:00""]], ""Wed"": [[""10:30"", ""22:00""]], ""Thu"": [[""10:30"", ""22:00""]], ""Fri"": [[""10:30"", ""22:00""]], ""Sat"": [[""8:00"", ""22:00""]], ""Sun"": [[""8:00"", ""22:00""]] }",American Food,,,2019-07
1124,222-225@8g6-ym4-9j9,Atlanta Plaza Health Club,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,33.847278,-84.357236,Atlanta,GA,,,,,2019-07
1125,zzw-224@8g7-46m-vmk,Condesa Coffee,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,33.755325,-84.382822,Atlanta,GA,"{ ""Mon"": [[""8:00"", ""15:00""]], ""Tue"": [[""8:00"", ""15:00""]], ""Wed"": [[""8:00"", ""15:00""]], ""Thu"": [[""8:00"", ""15:00""]], ""Fri"": [[""8:00"", ""15:00""]], ""Sat"": [], ""Sun"": [] }","Brunch,Coffee Shop",,2022-11,2019-07
1126,223-23b@8g7-474-hwk,Ethnobotany Shop,"Office Supplies, Stationery, and Gift Stores","Gift, Novelty, and Souvenir Stores",453220,33.787258,-84.382893,Atlanta,GA,"{ ""Mon"": [[""12:00"", ""19:00""]], ""Tue"": [[""12:00"", ""19:00""]], ""Wed"": [[""12:00"", ""19:00""]], ""Thu"": [[""12:00"", ""19:00""]], ""Fri"": [[""12:00"", ""19:00""]], ""Sat"": [[""12:00"", ""19:00""]], ""Sun"": [[""12:00"", ""17:00""]] }",Candles,,,2019-07
1127,22k-222@8g6-yky-vmk,Amos L Hall,Personal Care Services,Other Personal Care Services,812199,33.84288,-84.382905,Atlanta,GA,"{ ""Mon"": [[""8:30"", ""19:30""]], ""Tue"": [[""8:30"", ""19:30""]], ""Wed"": [[""8:30"", ""19:30""]], ""Thu"": [[""8:30"", ""19:30""]], ""Fri"": [[""8:30"", ""15:00""]], ""Sat"": [[""8:00"", ""14:00""]], ""Sun"": [] }",Massage Therapy,,,2019-07
1128,zzw-224@8g6-yjx-ffz,Stability Pilates & Physical Therapy,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,33.918501,-84.377707,Atlanta,GA,"{ ""Mon"": [[""7:00"", ""20:00""]], ""Tue"": [[""7:00"", ""20:00""]], ""Wed"": [[""7:00"", ""20:00""]], ""Thu"": [[""7:00"", ""20:00""]], ""Fri"": [[""7:00"", ""16:00""]], ""Sat"": [[""9:00"", ""12:00""]], ""Sun"": [[""10:00"", ""16:00""]] }","Physical Therapy,Pilates",,,2019-07
1129,zzw-223@8g6-ymh-mc5,Spiral Star Therapy,Personal Care Services,Other Personal Care Services,812199,33.914235,-84.377709,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""14:00"", ""20:00""]], ""Wed"": [[""14:00"", ""20:00""]], ""Thu"": [[""14:00"", ""20:00""]], ""Fri"": [[""14:00"", ""20:00""]], ""Sat"": [[""14:00"", ""20:00""]], ""Sun"": [[""10:00"", ""20:00""]] }","Massage Therapy,Reiki",,,2019-07
