,PLACEKEY,LOCATION_NAME,TOP_CATEGORY,SUB_CATEGORY,NAICS_CODE,LATITUDE,LONGITUDE,CITY,REGION,OPEN_HOURS,CATEGORY_TAGS,OPENED_ON,CLOSED_ON,TRACKING_CLOSED_SINCE
1796,22f-225@8g6-yjw-9j9,Cloud 9 Smoke Vape & Hookah Co Sandy Springs 2,Other Miscellaneous Store Retailers,Tobacco Stores,453991,33.932822,-84.380564,Sandy Springs,GA,"{ ""Mon"": [[""10:00"", ""24:00""]], ""Tue"": [[""10:00"", ""24:00""]], ""Wed"": [[""10:00"", ""24:00""]], ""Thu"": [[""10:00"", ""24:00""]], ""Fri"": [[""10:00"", ""24:00""]], ""Sat"": [[""10:00"", ""24:00""]], ""Sun"": [[""10:00"", ""23:00""]] }","Headshop,Vape Shop",,,2019-07
1797,zzy-229@8g6-ym3-6ff,Natural Beauty Spa Boutique,Personal Care Services,Other Personal Care Services,812199,33.852836,-84.362029,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""12:00"", ""18:00""]] }","Skin Care,Spa",,,2019-07
1798,zzw-223@8g7-46m-jjv,Downtown Deli,Grocery Stores,Convenience Stores,445120,33.757872,-84.389806,Atlanta,GA,"{ ""Mon"": [[""8:00"", ""22:00""]], ""Tue"": [[""8:00"", ""22:00""]], ""Wed"": [[""8:00"", ""22:00""]], ""Thu"": [[""8:00"", ""22:00""]], ""Fri"": [[""8:00"", ""22:00""]], ""Sat"": [[""9:00"", ""22:00""]], ""Sun"": [[""9:00"", ""20:00""]] }","Deli,Sandwich Shop",,,2019-07
1799,228-222@8g7-46m-ndv,Athlete's Foot,Shoe Stores,Shoe Stores,448210,33.752366,-84.390034,Atlanta,GA,,,,2022-04,2019-07
1800,zzw-225@8g6-yjx-47q,Havana Cigar Lounge,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.920312,-84.385799,Atlanta,GA,"{ ""Mon"": [[""0:00"", ""1:00""], [""14:00"", ""24:00""]], ""Tue"": [[""0:00"", ""1:00""], [""14:00"", ""24:00""]], ""Wed"": [[""0:00"", ""1:00""], [""14:00"", ""24:00""]], ""Thu"": [[""0:00"", ""1:00""], [""14:00"", ""24:00""]], ""Fri"": [[""0:00"", ""2:00""], [""14:00"", ""24:00""]], ""Sat"": [[""0:00"", ""2:00""], [""14:00"", ""24:00""]], ""Sun"": [[""0:00"", ""2:00""], [""14:00"", ""24:00""]] }","Bar or Pub,Caribbean Food,Cigars,Cocktail Lounge,Late Night",,,2019-07
1801,zzw-22c@8g7-46m-jsq,Sack Lunch Co,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.75588,-84.3895,Atlanta,GA,"{ ""Mon"": [[""10:30"", ""15:00""]], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [], ""Sat"": [], ""Sun"": [] }","Sandwich Shop,Truck or Cart",,,2019-07
1802,222-22q@8g7-46m-j5f,Le Petit Bistro,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.757679,-84.39414,Atlanta,GA,,"Brunch,Cafe",,,2019-07
1803,zzw-225@8g6-yjw-b8v,Snap Fitness,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,33.92477,-84.383525,Atlanta,GA,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }","Cardio Classes,Circuit Training,Fitness Equipment,Health Coach,Physical Therapy",,2021-06,2019-07
1804,zzw-223@8g7-474-s89,DaVinci's Pizzeria,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.789146,-84.38798,Atlanta,GA,"{ ""Mon"": [[""11:30"", ""24:00""]], ""Tue"": [[""11:30"", ""24:00""]], ""Wed"": [[""11:30"", ""24:00""]], ""Thu"": [[""11:30"", ""24:00""]], ""Fri"": [[""11:30"", ""24:00""]], ""Sat"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]] }","Italian Food,Pizza,Sandwich Shop",,,2019-07
1805,zzw-226@8g6-ymh-mhq,Original Shea Butter House,Health and Personal Care Stores,"Cosmetics, Beauty Supplies, and Perfume Stores",446120,33.914521,-84.380336,Sandy Springs,GA,"{ ""Mon"": [[""9:00"", ""19:00""]], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""9:00"", ""19:00""]], ""Sat"": [[""9:00"", ""19:00""]], ""Sun"": [[""12:00"", ""17:00""]] }",Cosmetics,,2023-05,2019-07
1806,254-222@8g7-479-xdv,Kuroshio Midtown Sushi and Lounge,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.78058,-84.387669,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""14:30""], [""17:00"", ""22:00""]], ""Tue"": [[""11:00"", ""14:30""], [""17:00"", ""22:00""]], ""Wed"": [[""11:00"", ""14:30""], [""17:00"", ""22:00""]], ""Thu"": [[""11:00"", ""14:30""], [""17:00"", ""22:00""]], ""Fri"": [[""11:00"", ""14:30""], [""17:00"", ""23:00""]], ""Sat"": [[""12:00"", ""23:00""]], ""Sun"": [] }","Bar or Pub,Cocktail Lounge,Japanese Food,Late Night,Sushi",,2020-01,2019-07
1807,223-224@8g7-46n-975,FAM FAM Karaoke club,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.751082,-84.399331,Atlanta,GA,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [[""19:00"", ""24:00""]], ""Fri"": [[""19:00"", ""24:00""]], ""Sat"": [[""0:00"", ""1:00""], [""18:00"", ""24:00""]], ""Sun"": [[""0:00"", ""1:00""]] }","Karaoke,Late Night",,,2019-07
1808,zzw-22h@8g6-yjx-fxq,Games Workshop,"Sporting Goods, Hobby, and Musical Instrument Stores","Hobby, Toy, and Game Stores",451120,33.920687,-84.381747,Sandy Springs,GA,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [[""12:00"", ""20:00""]], ""Thu"": [[""12:00"", ""20:00""]], ""Fri"": [[""12:00"", ""20:00""]], ""Sat"": [[""12:00"", ""20:00""]], ""Sun"": [[""12:00"", ""18:00""]] }","Art Supplies,Comic Books,Table Top Games,Video Games,Videos and Games",,2022-01,2019-07
1809,223-223@8g6-ymh-mc5,Gyro Bros,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.914836,-84.378799,Sandy Springs,GA,"{ ""Mon"": [[""11:00"", ""21:00""]], ""Tue"": [[""11:00"", ""21:00""]], ""Wed"": [[""11:00"", ""21:00""]], ""Thu"": [[""11:00"", ""21:00""]], ""Fri"": [[""11:00"", ""21:00""]], ""Sat"": [[""11:00"", ""21:00""]], ""Sun"": [[""11:00"", ""21:00""]] }",Greek Food,,,2019-07
1810,22d-222@8g7-474-nbk,Flying Biscuit Cafe,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.781915,-84.380248,Atlanta,GA,"{ ""Mon"": [[""8:00"", ""16:00""]], ""Tue"": [[""8:00"", ""16:00""]], ""Wed"": [[""8:00"", ""16:00""]], ""Thu"": [[""8:00"", ""16:00""]], ""Fri"": [[""8:00"", ""20:00""]], ""Sat"": [[""8:00"", ""20:00""]], ""Sun"": [[""8:00"", ""20:00""]] }","American Food,Breakfast,Brunch,Casual Dining,Catering,Dinner,Lunch",,,2019-07
1811,22g-223@8g7-46n-cnq,Dream Cafe,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.747926,-84.401607,Atlanta,GA,"{ ""Mon"": [[""8:00"", ""19:00""]], ""Tue"": [[""8:00"", ""19:00""]], ""Wed"": [[""8:00"", ""19:00""]], ""Thu"": [[""8:00"", ""23:00""]], ""Fri"": [[""8:00"", ""19:00""]], ""Sat"": [[""9:00"", ""18:00""]], ""Sun"": [[""9:00"", ""18:00""]] }",Cafe,,2020-01,2019-07
1812,242-222@8g7-474-nbk,G's Midtown,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.781664,-84.380045,Atlanta,GA,"{ ""Mon"": [[""17:00"", ""22:00""]], ""Tue"": [[""17:00"", ""22:00""]], ""Wed"": [[""17:00"", ""22:00""]], ""Thu"": [[""17:00"", ""22:00""]], ""Fri"": [[""17:00"", ""23:00""]], ""Sat"": [[""10:00"", ""23:00""]], ""Sun"": [[""10:00"", ""22:00""]] }",Bar or Pub,,2023-03,2019-07
1813,zzw-223@8g7-47b-jsq,Southern Candy Company,Specialty Food Stores,Confectionery and Nut Stores,445292,33.760258,-84.387189,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [] }","Candy Shop,Gourmet",,,2019-07
1814,257-222@8g6-yjy-28v,Franklin Covey Co,"Jewelry, Luggage, and Leather Goods Stores",Luggage and Leather Goods Stores,448320,33.923793,-84.340981,Atlanta,GA,,Leather,,,2019-07
1815,226-223@8g7-474-hyv,Sutra Lounge,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.785769,-84.384517,Atlanta,GA,"{ ""Mon"": [[""22:00"", ""24:00""]], ""Tue"": [[""0:00"", ""3:00""]], ""Wed"": [], ""Thu"": [[""22:00"", ""24:00""]], ""Fri"": [[""0:00"", ""3:00""], [""22:00"", ""24:00""]], ""Sat"": [[""0:00"", ""3:00""], [""22:00"", ""24:00""]], ""Sun"": [[""0:00"", ""3:00""]] }","Bar or Pub,Cocktail Lounge,Dance Club,Late Night",,,2019-07
1816,223-23h@8g6-yjx-xbk,Beautytimespa,Personal Care Services,Other Personal Care Services,812199,33.927419,-84.348601,Atlanta,GA,"{ ""Mon"": [[""9:00"", ""18:00""]], ""Tue"": [[""9:00"", ""18:00""]], ""Wed"": [[""9:00"", ""18:00""]], ""Thu"": [[""9:00"", ""18:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [[""10:00"", ""15:00""]], ""Sun"": [] }",,,,2019-07
1817,22y-224@8g7-47b-kxq,Midwest Jewellery,"Jewelry, Luggage, and Leather Goods Stores",Jewelry Stores,448310,33.761432,-84.389805,Atlanta,GA,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [[""9:00"", ""17:00""]], ""Sun"": [[""9:00"", ""17:00""]] }",Jewelry,,,2019-07
1818,2b2-22n@8g7-475-brk,Automated Intelligence,Electronics and Appliance Stores,Electronics Stores,443142,33.833815,-84.384272,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [], ""Sun"": [] }","Home Theatre Installation,Security Systems",,,2019-07
1819,23j-222@8g6-yjn-r49,Yalda Persian & Middle Eastern Restaurant,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.934386,-84.36477,Sandy Springs,GA,"{ ""Mon"": [], ""Tue"": [[""11:30"", ""14:30""], [""16:00"", ""21:30""]], ""Wed"": [[""11:30"", ""14:30""], [""16:00"", ""21:30""]], ""Thu"": [[""11:30"", ""14:30""], [""16:00"", ""21:30""]], ""Fri"": [[""11:30"", ""14:30""], [""16:00"", ""22:15""]], ""Sat"": [[""12:00"", ""22:30""]], ""Sun"": [[""12:00"", ""21:30""]] }",Middle Eastern Food,,,2019-07
1820,223-222@8g6-ym3-v2k,Lenox Road Bar & Grill,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.848059,-84.35953,Atlanta,GA,"{ ""Mon"": [[""11:30"", ""23:00""]], ""Tue"": [[""11:30"", ""23:00""]], ""Wed"": [[""11:30"", ""23:00""]], ""Thu"": [[""11:30"", ""23:00""]], ""Fri"": [[""11:30"", ""23:00""]], ""Sat"": [[""11:30"", ""23:00""]], ""Sun"": [[""11:30"", ""23:00""]] }","American Food,Bar or Pub,Late Night",,2021-10,2019-07
1821,zzw-229@8g6-ymh-n3q,Hearth Pizza Tavern,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.918642,-84.381926,Sandy Springs,GA,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""22:00""]], ""Sat"": [[""11:00"", ""22:00""]], ""Sun"": [[""11:00"", ""21:00""]] }","Bar or Pub,Pizza",,,2019-07
1822,227-222@8g6-ykz-6zf,The Dive Bar,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.842087,-84.379249,Atlanta,GA,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [[""21:00"", ""24:00""]], ""Thu"": [[""0:00"", ""3:00""], [""21:00"", ""24:00""]], ""Fri"": [[""0:00"", ""3:00""], [""21:00"", ""24:00""]], ""Sat"": [[""0:00"", ""3:00""], [""21:00"", ""24:00""]], ""Sun"": [[""0:00"", ""3:00""]] }","Bar or Pub,Dive Bar,Late Night",,,2019-07
1823,22p-222@8g7-46q-kpv,Tex's Tacos,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.84175,-84.378649,Atlanta,GA,,"Mexican Food,Truck or Cart",,,2019-07
1824,zzy-22c@8g6-ym3-wkz,Prada,Clothing Stores,Family Clothing Stores,448140,33.84713,-84.362406,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""12:00"", ""18:00""]] }","Accessories,Jewelry,Luggage,Men's Clothing,Women's Clothing",,,2019-07
1825,223-24f@8g7-479-z9f,Atl Techdesk,Electronics and Appliance Stores,Electronics Stores,443142,33.774448,-84.385465,Atlanta,GA,"{ ""Mon"": [[""9:00"", ""18:00""]], ""Tue"": [[""9:00"", ""18:00""]], ""Wed"": [[""9:00"", ""18:00""]], ""Thu"": [[""9:00"", ""18:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [], ""Sun"": [] }","IT Services,Security Systems",,,2019-07
1826,zzy-22j@8g6-ym3-t7q,Chloé,Clothing Stores,Family Clothing Stores,448140,33.84622,-84.363851,Atlanta,GA,,"Accessories,Children's Clothing,Jewelry,Sunglasses,Women's Clothing",,,2022-09
1827,zzw-22d@8g7-47b-jsq,El Paso Import Co,Furniture Stores,Furniture Stores,442110,33.760474,-84.387794,Atlanta,GA,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }","Furniture,Home Decor,Rugs",,,2019-07
1828,223-223@8g7-47b-jy9,Firehouse Subs,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.760425,-84.386219,Atlanta,GA,"{ ""Mon"": [[""10:30"", ""17:00""]], ""Tue"": [[""10:30"", ""17:00""]], ""Wed"": [[""10:30"", ""17:00""]], ""Thu"": [[""10:30"", ""17:00""]], ""Fri"": [[""10:30"", ""17:00""]], ""Sat"": [[""10:30"", ""16:00""]], ""Sun"": [] }","Counter Service,Dinner,Fast Food,Lunch,Sandwich Shop",2023-07,,2019-07
1829,zzy-25x@8g7-46m-jy9,Hush Puppies and Family,Shoe Stores,Shoe Stores,448210,33.755709,-84.38837,Atlanta,GA,,,,,2019-07
1830,222-26m@8g6-ym4-9mk,George's Bistro,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.84668,-84.356305,Atlanta,GA,,Sandwich Shop,,2021-10,2019-07
1831,zzy-222@8g6-yjr-jsq,CycleBar,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,33.935853,-84.338412,Dunwoody,GA,"{ ""Mon"": [[""6:15"", ""9:30""], [""17:15"", ""19:45""]], ""Tue"": [[""5:15"", ""6:30""], [""11:45"", ""13:00""]], ""Wed"": [[""5:15"", ""9:30""], [""17:15"", ""19:45""]], ""Thu"": [[""5:15"", ""6:30""], [""17:15"", ""19:45""]], ""Fri"": [[""6:15"", ""13:00""]], ""Sat"": [[""7:45"", ""23:45""]], ""Sun"": [[""8:45"", ""11:15""]] }","Cardio Classes,Cycling Classes",,,2019-07
1832,223-227@8g6-yjw-ch5,CVS Pharmacy,Health and Personal Care Stores,Pharmacies and Drug Stores,446110,33.927546,-84.379638,Sandy Springs,GA,"{ ""Mon"": [[""9:00"", ""20:00""]], ""Tue"": [[""9:00"", ""20:00""]], ""Wed"": [[""9:00"", ""20:00""]], ""Thu"": [[""9:00"", ""20:00""]], ""Fri"": [[""9:00"", ""20:00""]], ""Sat"": [[""9:00"", ""18:00""]], ""Sun"": [[""10:00"", ""18:00""]] }",Medical Supplies,,,2019-07
1833,222-223@8g7-46m-vvf,Pounce Garden,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.756473,-84.381737,Atlanta,GA,,,,,2019-07
1834,226-222@8g6-yjx-gzf,Ship & Anchor Pub,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.918829,-84.377069,Sandy Springs,GA,"{ ""Mon"": [[""16:00"", ""24:00""]], ""Tue"": [[""0:00"", ""2:00""], [""16:00"", ""24:00""]], ""Wed"": [[""0:00"", ""2:00""], [""16:00"", ""24:00""]], ""Thu"": [[""0:00"", ""2:00""], [""16:00"", ""24:00""]], ""Fri"": [[""0:00"", ""2:00""], [""16:00"", ""24:00""]], ""Sat"": [[""0:00"", ""2:00""], [""16:00"", ""24:00""]], ""Sun"": [[""0:00"", ""2:00""], [""12:30"", ""24:00""]] }","American Food,Bar or Pub,European Food,Late Night",,,2019-07
1835,222-22d@8g7-47b-mc5,Casa Blanca,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.761326,-84.383743,Atlanta,GA,,,,,2019-07
1836,225-22w@8g7-47b-k2k,Saigon Bites,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.760217,-84.388415,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [[""10:00"", ""16:00""]], ""Sun"": [] }","Creperie,Vietnamese Food",,,2019-07
1837,226-224@8g7-46m-j5f,BurgerFi,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.757857,-84.39513,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""17:00""]], ""Tue"": [[""11:00"", ""17:00""]], ""Wed"": [[""11:00"", ""17:00""]], ""Thu"": [[""11:00"", ""17:00""]], ""Fri"": [[""11:00"", ""17:00""]], ""Sat"": [[""11:00"", ""17:00""]], ""Sun"": [[""11:00"", ""17:00""]] }","Burgers,Counter Service,Dinner,Fast Food,Lunch",2021-09,2022-07,2019-07
1838,228-222@8g7-46m-nbk,BT Burger,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.755466,-84.389289,Atlanta,GA,,Burgers,,,2019-07
1839,224-223@8g6-yjr-kvf,Cold Stone Creamery,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,33.929323,-84.342245,Atlanta,GA,"{ ""Mon"": [[""12:00"", ""21:00""]], ""Tue"": [[""12:00"", ""21:00""]], ""Wed"": [[""12:00"", ""21:00""]], ""Thu"": [[""12:00"", ""21:00""]], ""Fri"": [[""12:00"", ""22:00""]], ""Sat"": [[""12:00"", ""22:00""]], ""Sun"": [[""12:00"", ""21:00""]] }","Bakery,Catering,Counter Service,Dessert,Ice Cream Shop,Snacks",,,2019-07
1840,224-22p@8g6-ymh-mc5,Manny Wellness,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,33.915169,-84.377949,Atlanta,GA,"{ ""Mon"": [[""9:00"", ""22:00""]], ""Tue"": [[""9:00"", ""22:00""]], ""Wed"": [[""9:00"", ""22:00""]], ""Thu"": [[""9:00"", ""22:00""]], ""Fri"": [[""9:00"", ""22:00""]], ""Sat"": [[""9:00"", ""10:00""]], ""Sun"": [[""9:00"", ""19:00""]] }","Massage Therapy,Nutritionists",,,2019-07
1841,222-235@8g6-yjx-g8v,Kabloom of Sandy Springs,Florists,Florists,453110,33.919211,-84.381529,Atlanta,GA,,,,,2019-07
1842,228-25y@8g6-ym3-6ff,Cafe Bistro,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.853178,-84.361417,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""19:00""]], ""Tue"": [[""11:00"", ""19:00""]], ""Wed"": [[""11:00"", ""19:00""]], ""Thu"": [[""11:00"", ""19:00""]], ""Fri"": [[""11:00"", ""19:00""]], ""Sat"": [[""11:00"", ""19:00""]], ""Sun"": [[""12:00"", ""18:00""]] }","American Food,Cafe,Pizza",,,2019-07
1843,zzw-22c@8g6-ymh-m8v,il Giallo Osteria & Bar,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.916151,-84.380646,Sandy Springs,GA,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [[""17:30"", ""21:00""]], ""Thu"": [[""17:30"", ""21:00""]], ""Fri"": [[""17:30"", ""22:00""]], ""Sat"": [[""17:30"", ""22:00""]], ""Sun"": [[""17:30"", ""21:00""]] }","Bar or Pub,Italian Food,Late Night",,,2019-07
1844,26b-222@8g6-yjx-g8v,Balanced Bodies Anti Aging Clinc,Personal Care Services,Diet and Weight Reducing Centers,812191,33.919474,-84.382116,Sandy Springs,GA,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [], ""Sun"": [] }","Medical Spa,Weight Loss",,,2019-07
1845,22h-222@8g6-yjy-2hq,Pandora,"Jewelry, Luggage, and Leather Goods Stores",Jewelry Stores,448310,33.924067,-84.341861,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""20:00""]], ""Tue"": [[""11:00"", ""20:00""]], ""Wed"": [[""11:00"", ""20:00""]], ""Thu"": [[""11:00"", ""20:00""]], ""Fri"": [[""11:00"", ""20:00""]], ""Sat"": [[""11:00"", ""20:00""]], ""Sun"": [[""12:00"", ""19:00""]] }","Bridal,Engraving,Jewelry,Leather",,,2019-07
1846,238-223@8g7-47b-djv,Olive Branch Day Spa,Personal Care Services,Other Personal Care Services,812199,33.774792,-84.381139,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [[""10:00"", ""17:00""]], ""Sun"": [] }",Spa,,,2019-07
1847,zzy-222@8g6-ykz-9j9,Flywheel,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,33.838447,-84.379453,Atlanta,GA,"{ ""Mon"": [[""5:00"", ""21:00""]], ""Tue"": [[""5:00"", ""21:00""]], ""Wed"": [[""5:00"", ""20:00""]], ""Thu"": [[""5:00"", ""20:00""]], ""Fri"": [[""5:00"", ""19:00""]], ""Sat"": [[""7:00"", ""14:30""]], ""Sun"": [[""7:00"", ""20:00""]] }",,,2020-09,2019-07
1848,22n-223@8g7-46m-jsq,Land Of A Thousand Hills Coffee Flatiron,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,33.755941,-84.388853,Atlanta,GA,"{ ""Mon"": [[""8:00"", ""18:00""]], ""Tue"": [[""8:00"", ""18:00""]], ""Wed"": [[""8:00"", ""18:00""]], ""Thu"": [[""8:00"", ""18:00""]], ""Fri"": [[""8:00"", ""18:00""]], ""Sat"": [], ""Sun"": [] }",Coffee Shop,,,2019-07
1849,zzy-225@8g7-47b-q4v,VegItalia,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.771493,-84.389304,Atlanta,GA,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [], ""Sat"": [[""14:00"", ""20:00""]], ""Sun"": [[""14:00"", ""18:00""]] }","Italian Food,Vegan Food",,,2019-07
1850,222-224@8g6-ym3-vxq,Emporio Armani,Clothing Stores,Family Clothing Stores,448140,33.851784,-84.362203,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""12:30"", ""19:00""]] }",,,,2023-01
1851,223-223@8g7-47b-jsq,Jungle Fitness Atlanta,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,33.759922,-84.387181,Atlanta,GA,"{ ""Mon"": [[""5:00"", ""21:00""]], ""Tue"": [[""5:00"", ""21:00""]], ""Wed"": [[""5:00"", ""21:00""]], ""Thu"": [[""5:00"", ""21:00""]], ""Fri"": [[""5:00"", ""21:00""]], ""Sat"": [[""9:00"", ""18:00""]], ""Sun"": [] }",,,2022-04,2019-07
1852,2b2-22c@8g7-475-brk,Kidz hype world,"Sporting Goods, Hobby, and Musical Instrument Stores","Hobby, Toy, and Game Stores",451120,33.833637,-84.384428,Atlanta,GA,,Toys,,,2019-07
1853,228-259@8g6-ym3-6ff,Bob Ellis Shoes,Shoe Stores,Shoe Stores,448210,33.853034,-84.361766,Atlanta,GA,,,,,2019-07
1854,22d-224@8g7-46m-n3q,Goodfellas Pizza and Wings Downtown,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.753703,-84.390482,Atlanta,GA,,"Chicken Wings,Pizza",,,2019-07
1855,222-226@8g6-ykw-tqf,Southern Art and Bourbon Bar,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.845693,-84.368241,Atlanta,GA,"{ ""Mon"": [[""6:30"", ""10:30""]], ""Tue"": [[""6:30"", ""10:30""]], ""Wed"": [[""6:30"", ""10:30""]], ""Thu"": [[""6:30"", ""10:30""]], ""Fri"": [[""6:30"", ""10:30""]], ""Sat"": [[""6:30"", ""10:30""]], ""Sun"": [[""6:30"", ""10:30""]] }","BBQ and Southern Food,Bar or Pub,Brunch,Cocktail Lounge,Late Night",,2022-10,2019-07
